Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Keep
Chris Manhertz,2018-01-02,2018-02-05,CAR,2017.0,Ankle,1.0
Harvey Langi,2017-10-25,2018-02-05,NWE,2017.0,Foot,1.0
Jonathan Jones,2018-01-17,2018-02-05,NWE,2017.0,Ankle,1.0
Jaelen Strong,2017-12-26,2018-02-05,JAX,2017.0,ACL,1.0
Keionta Davis,2017-09-02,2018-02-05,NWE,2017.0,Foot,1.0
Alex Lewis,2017-09-01,2018-02-05,RAV,2017.0,Shoulder,1.0
Albert McClellan,2017-09-01,2018-02-05,RAV,2017.0,ACL,1.0
Zach Laskey,2017-08-05,2018-02-05,RAM,2017.0,Not Specified,1.0
Temarrick Hemingway,2017-09-02,2018-02-05,RAM,2017.0,Fibula,1.0
Matt Longacre,2017-12-29,2018-02-05,RAM,2017.0,Back,1.0
Marqui Christian,2017-12-27,2018-02-05,RAM,2017.0,Shoulder,1.0
Lenard Tillery,2017-09-03,2018-02-05,RAM,2017.0,Not Specified,1.0
Kayvon Webster,2017-12-12,2018-02-05,RAM,2017.0,Achilles,1.0
Greg Zuerlein,2017-12-21,2018-02-05,RAM,2017.0,Back,1.0
Dominique Easley,2017-08-05,2018-02-05,RAM,2017.0,ACL,1.0
Brandon Allen,2017-12-20,2018-02-05,RAM,2017.0,Back,1.0
Sebastian Janikowski,2017-09-09,2018-02-05,RAI,2017.0,Back,1.0
Obi Melifonwu,2017-12-15,2018-02-05,RAI,2017.0,Hip,1.0
Jon Feliciano,2017-12-22,2018-02-05,RAI,2017.0,Concussion,1.0
Gareon Conley,2017-11-13,2018-02-05,RAI,2017.0,Not Specified,1.0
Donald Penn,2017-12-22,2018-02-05,RAI,2017.0,Foot,1.0
Denver Kirkland,2017-09-05,2018-02-05,RAI,2017.0,Leg,1.0
Cory James,2017-12-13,2018-02-05,RAI,2017.0,Knee,1.0
Clive Walford,2017-12-23,2018-02-05,RAI,2017.0,Concussion,1.0
Vincent Valentine,2017-09-22,2018-02-05,NWE,2017.0,Knee,1.0
Nate Ebner,2017-11-27,2018-02-05,NWE,2017.0,Shoulder,1.0
Martellus Bennett,2017-11-27,2018-02-05,NWE,2017.0,Hamstring,1.0
Marcus Cannon,2017-12-13,2018-02-05,NWE,2017.0,Ankle,1.0
Ty Montgomery,2017-12-01,2018-02-05,GNB,2017.0,Wrist,1.0
Julian Edelman,2017-09-02,2018-02-05,NWE,2017.0,ACL,1.0
Quinten Rollins,2017-10-16,2018-02-05,GNB,2017.0,Achilles,1.0
Nick Perry Joel,2017-12-30,2018-02-05,GNB,2017.0,Shoulder,1.0
Lorenzo Mauldin,2017-09-04,2018-02-05,NYJ,2017.0,Back,1.0
Josh McCown,2017-12-13,2018-02-05,NYJ,2017.0,Hand,1.0
Jordan Leggett,2017-10-31,2018-02-05,NYJ,2017.0,Knee,1.0
Ed Stinson,2017-11-13,2018-02-05,NYJ,2017.0,Neck,1.0
Dylan Donahue,2017-10-04,2018-02-05,NYJ,2017.0,Not Specified,1.0
Doug Middleton,2017-08-17,2018-02-05,NYJ,2017.0,Pectoral/Chest,1.0
Devin Smith b 1992-03-03,2017-05-23,2018-02-05,NYJ,2017.0,ACL,1.0
Corey Lemonier,2017-09-01,2018-02-05,NYJ,2017.0,Foot,1.0
Chris Gragg,2017-09-01,2018-02-05,NYJ,2017.0,Ankle,1.0
Charone Peake,2017-09-27,2018-02-05,NYJ,2017.0,Ankle,1.0
Matt Forte,2017-12-30,2018-02-05,NYJ,2017.0,Knee,1.0
Bryson Keeton,2017-07-31,2018-02-05,NYJ,2017.0,ACL,1.0
Brian Winters,2017-12-27,2018-02-05,NYJ,2017.0,Not Specified,1.0
Akeem Judd,2017-12-30,2018-02-05,NYJ,2017.0,Ankle,1.0
Tyler Gaffney,2017-08-12,2018-02-05,JAX,2017.0,Not Specified,1.0
Bam Bradley,2017-09-19,2018-02-05,RAV,2017.0,ACL,1.0
Shane Wynn,2017-09-03,2018-02-05,JAX,2017.0,Not Specified,1.0
Rashad Greene Sr,2017-09-02,2018-02-05,JAX,2017.0,Back,1.0
Mychal Rivera,2017-09-01,2018-02-05,JAX,2017.0,Wrist,1.0
Matt Overton,2017-11-14,2018-02-05,JAX,2017.0,Shoulder,1.0
Larry Pinkard,2017-12-23,2018-02-05,JAX,2017.0,Concussion,1.0
Jarrod Harper,2017-09-03,2018-02-05,JAX,2017.0,Concussion,1.0
Brisly Estime,2017-05-26,2018-02-05,NYJ,2017.0,Achilles,1.0
Quincy Enunwa,2017-09-01,2018-02-05,NYJ,2017.0,Neck,1.0
Xavier Coleman,2017-10-25,2018-02-05,NYJ,2017.0,Shoulder,1.0
Brandon Chubb,2017-05-31,2018-02-05,DET,2017.0,Knee,1.0
Kyle Murphy Neil,2017-09-26,2018-02-05,GNB,2017.0,Foot,1.0
Kevin King,2017-12-06,2018-02-05,GNB,2017.0,Shoulder,1.0
Kentrell Brice,2017-11-03,2018-02-05,GNB,2017.0,Ankle,1.0
Jason Spriggs,2017-12-26,2018-02-05,GNB,2017.0,Knee,1.0
Jacob Schum,2017-06-02,2018-02-05,GNB,2017.0,Back,1.0
Herb Waters,2017-08-04,2018-02-05,GNB,2017.0,Shoulder,1.0
Demetri Goodson,2017-12-22,2018-02-05,GNB,2017.0,Hamstring,1.0
David Talley,2017-09-03,2018-02-05,GNB,2017.0,Not Specified,1.0
Bryan Bulaga,2017-11-18,2018-02-05,GNB,2017.0,ACL,1.0
Aaron Rodgers,2017-12-19,2018-02-05,GNB,2017.0,Not Specified,1.0
Zac Kerin,2017-09-30,2018-02-05,DET,2017.0,Knee,1.0
Travis Swanson,2017-12-29,2018-02-05,DET,2017.0,Concussion,1.0
Tavon Wilson,2017-11-27,2018-02-05,DET,2017.0,Shoulder,1.0
TJ Jones,2017-12-19,2018-02-05,DET,2017.0,Shoulder,1.0
Mike James b,2017-08-15,2018-02-05,DET,2017.0,Concussion,1.0
Kerry Hyder,2017-08-15,2018-02-05,DET,2017.0,Achilles,1.0
Kasey Redfern,2017-09-12,2018-02-05,DET,2017.0,ACL,1.0
Jordan Hill,2017-08-27,2018-02-05,DET,2017.0,Bicep,1.0
Haloti Ngata,2017-10-11,2018-02-05,DET,2017.0,Bicep,1.0
Greg Robinson b 1992-10-21,2017-11-13,2018-02-05,DET,2017.0,Ankle,1.0
Don Barclay,2017-12-26,2018-02-05,DET,2017.0,Concussion,1.0
Desmond Lawrence b,2017-08-09,2018-02-05,DET,2017.0,Not Specified,1.0
Brandon Copeland b 1991-07-02,2017-08-17,2018-02-05,DET,2017.0,Pectoral/Chest,1.0
Taybor Pepper,2017-11-03,2018-02-05,GNB,2017.0,Foot,1.0
Brandon Boykin,2017-09-02,2018-02-05,RAV,2017.0,Not Specified,1.0
DeAndre Elliott,2017-09-02,2018-02-05,SEA,2017.0,Leg,1.0
Brent Urban,2017-09-27,2018-02-05,RAV,2017.0,Foot,1.0
DOnta Foreman,2017-11-22,2018-02-05,HTX,2017.0,Achilles,1.0
DJ Reader,2017-12-19,2018-02-05,HTX,2017.0,Knee,1.0
Corey Moore b 1993-01-28,2017-12-27,2018-02-05,HTX,2017.0,MCL,1.0
Christian Covington,2017-10-31,2018-02-05,HTX,2017.0,Bicep,1.0
Chris Clark,2017-11-29,2018-02-05,HTX,2017.0,Ankle,1.0
CJ Fiedorowicz,2017-12-05,2018-02-05,HTX,2017.0,Concussion,1.0
Bruce Ellington,2017-12-05,2018-02-05,HTX,2017.0,Hamstring,1.0
Brennan Scarlett,2017-12-04,2018-02-05,HTX,2017.0,Foot,1.0
Ben Heeney,2017-11-29,2018-02-05,HTX,2017.0,Hamstring,1.0
Ryan Shazier,2017-12-12,2018-02-05,PIT,2017.0,Not Specified,1.0
Mike Matthews,2017-08-09,2018-02-05,PIT,2017.0,Knee,1.0
Keion Adams,2017-08-29,2018-02-05,PIT,2017.0,Shoulder,1.0
James Conner,2017-12-19,2018-02-05,PIT,2017.0,Knee,1.0
Greg Ducre,2017-08-24,2018-02-05,PIT,2017.0,Ankle,1.0
Antonio Crawford,2017-08-25,2018-02-05,PIT,2017.0,Not Specified,1.0
Tyrus Thompson,2017-09-03,2018-02-05,SEA,2017.0,Not Specified,1.0
Richard Sherman,2017-11-14,2018-02-05,SEA,2017.0,Achilles,1.0
Rees Odhiambo,2017-11-08,2018-02-05,SEA,2017.0,Finger,1.0
Oday Aboushi,2017-12-13,2018-02-05,SEA,2017.0,Shoulder,1.0
Nazair Jones,2017-12-30,2018-02-05,SEA,2017.0,Foot,1.0
Malik McDowell,2017-09-02,2018-02-05,SEA,2017.0,Foot,1.0
Kam Chancellor,2017-12-16,2018-02-05,SEA,2017.0,Neck,1.0
Josh Forrest,2017-12-02,2018-02-05,SEA,2017.0,Foot,1.0
Deante Gray,2017-08-08,2018-02-05,HTX,2017.0,ACL,1.0
George Fant,2017-09-02,2018-02-05,SEA,2017.0,ACL,1.0
Deshaun Watson,2017-11-03,2018-02-05,HTX,2017.0,ACL,1.0
Matthew Godin,2017-09-03,2018-02-05,HTX,2017.0,ACL,1.0
Tony McDaniel,2018-01-10,2018-02-05,NOR,2017.0,Leg,1.0
Nick Fairley,2017-06-26,2018-02-05,NOR,2017.0,Foot,1.0
Sharrif Floyd,2017-09-02,2018-02-05,MIN,2017.0,Foot,1.0
Shaan Washington,2017-07-30,2018-02-05,MIN,2017.0,Leg,1.0
Nick Easton,2017-12-26,2018-02-05,MIN,2017.0,Ankle,1.0
Kevin McDermott,2017-12-30,2018-02-05,MIN,2017.0,Shoulder,1.0
Dalvin Cook,2017-10-05,2018-02-05,MIN,2017.0,ACL,1.0
Blake Bell,2017-12-15,2018-02-05,MIN,2017.0,Shoulder,1.0
Bishop Sankey,2017-08-13,2018-02-05,MIN,2017.0,ACL,1.0
Victor Ochi,2017-08-07,2018-02-05,OTI,2017.0,ACL,1.0
Tajae Sharpe,2017-09-02,2018-02-05,OTI,2017.0,Foot,1.0
Leshaun Sims,2017-12-22,2018-02-05,OTI,2017.0,Hamstring,1.0
DaQuan Jones,2017-12-04,2018-02-05,OTI,2017.0,Bicep,1.0
